feature,importance
help reset,0.0004975093193113132
access online,0.0004975093193113132
satisfaction,0.000474100856870443
survey,0.000474100856870443
customer,0.000474100856870443
checks checking,0.000448644691737172
checks,0.000448644691737172
pricing available,0.000448644691737172
pricing,0.000448644691737172
account options,0.000448644691737172
options pricing,0.000448644691737172
order,0.000448644691737172
order new,0.000448644691737172
need order,0.000448644691737172
new checks,0.000448644691737172
security,0.0004463619742107012
alert,0.0004463619742107012
occurred,0.00044080652248276335
rebalancing recent,0.0004388136655861793
believe portfolio,0.0004388136655861793
believe,0.0004388136655861793
portfolio needs,0.0004388136655861793
market movements,0.0004388136655861793
needs,0.0004388136655861793
movements,0.0004388136655861793
needs rebalancing,0.0004388136655861793
movements discuss,0.0004388136655861793
disability,0.0004362577538915724
goals,0.00043470672017069324
like review,0.00043470672017069324
emergency,0.00042566425666100974
detailed analysis,0.00040058661901256243
conditions affect,0.00040058661901256243
analysis current,0.00040058661901256243
analysis,0.00040058661901256243
affect investment,0.00040058661901256243
provide detailed,0.00040058661901256243
current market,0.00040058661901256243
market conditions,0.00040058661901256243
conditions,0.00040058661901256243
january,0.00039920004143841596
multiple,0.00038843812799847603
like consolidate,0.00038843812799847603
consolidate easier,0.00038843812799847603
consolidate,0.00038843812799847603
accounts redrock,0.00038843812799847603
management,0.00038843812799847603
multiple accounts,0.00038843812799847603
management options,0.00038843812799847603
easier management,0.00038843812799847603
redrock like,0.00038843812799847603
easier,0.00038843812799847603
insurance,0.00035504464094859926
unauthorized,0.0003545876758564196
like check,0.0003527600625329246
balance recent,0.0003527600625329246
transactions provide,0.0003527600625329246
check,0.0003527600625329246
provide updated,0.0003527600625329246
updated,0.0003527600625329246
check current,0.0003527600625329246
current account,0.0003527600625329246
updated statement,0.0003527600625329246
umbrella,0.0003518930867650706
carefully,0.00034819228613888227
position,0.00034819228613888227
position received,0.00034819228613888227
thank financial,0.00034819228613888227
thank,0.00034819228613888227
application review,0.00034819228613888227
received application,0.00034819228613888227
review carefully,0.00034819228613888227
received,0.00034819228613888227
financial analyst,0.00034819228613888227
analyst position,0.00034819228613888227
analyst,0.00034819228613888227
set online,0.0003350787904117988
new customer,0.0003350787904117988
steps started,0.0003350787904117988
customer like,0.0003350787904117988
access steps,0.0003350787904117988
banking access,0.0003350787904117988
started,0.0003350787904117988
steps,0.0003350787904117988
available,0.0003326631109004126
assessment financial,0.00032532211497357386
changed,0.00032532211497357386
changed schedule,0.00032532211497357386
tolerance assessment,0.00032532211497357386
schedule review,0.00032532211497357386
like update,0.00032532211497357386
assessment,0.00032532211497357386
situation,0.00032532211497357386
financial situation,0.00032532211497357386
situation changed,0.00032532211497357386
update risk,0.00032532211497357386
maintenance,0.0003179755046996892
notice,0.0003179755046996892
strategies,0.00031770546691269524
account statement,0.00031754722138466467
set email,0.0003091856534255551
email sms,0.0003091856534255551
email,0.0003091856534255551
sms,0.0003091856534255551
sms alerts,0.0003091856534255551
alerts available,0.0003091856534255551
types alerts,0.0003091856534255551
types,0.0003091856534255551
activity types,0.0003091856534255551
account activity,0.0003091856534255551
alerts account,0.0003091856534255551
scheduled,0.0003039812154709086
accounts forms,0.00030388748727417015
need update,0.00030388748727417015
beneficiary information,0.00030388748727417015
need complete,0.00030388748727417015
beneficiary,0.00030388748727417015
forms need,0.00030388748727417015
update beneficiary,0.00030388748727417015
information accounts,0.00030388748727417015
portfolio consider,0.00028462173846029447
volatility concerned,0.00028462173846029447
given recent,0.00028462173846029447
concerned portfolio,0.00028462173846029447
consider rebalancing,0.00028462173846029447
consider,0.00028462173846029447
given,0.00028462173846029447
concerned,0.00028462173846029447
volatility,0.00028462173846029447
rebalancing adjusting,0.00028462173846029447
adjusting,0.00028462173846029447
market volatility,0.00028462173846029447
adjusting investment,0.00028462173846029447
occurred january,0.0002819710675767183
damage,0.00026004761686474376
transfer 10,0.00025138716771294493
need send,0.00025138716771294493
000 international,0.00025138716771294493
fees processing,0.00025138716771294493
wire,0.00025138716771294493
wire transfer,0.00025138716771294493
international account,0.00025138716771294493
account fees,0.00025138716771294493
processing time,0.00025138716771294493
processing,0.00025138716771294493
international,0.00025138716771294493
10 000,0.00025138716771294493
time,0.00025138716771294493
10,0.00025138716771294493
000,0.00025138716771294493
send,0.00025138716771294493
send wire,0.00025138716771294493
incident occurred,0.00025134419485041176
incident,0.00025134419485041176
account financial,0.00023961001258698033
financial institution,0.00023961001258698033
associated fees,0.00023961001258698033
institution process,0.00023961001258698033
process associated,0.00023961001258698033
like transfer,0.00023961001258698033
transfer account,0.00023961001258698033
associated,0.00023961001258698033
governance investment,0.00022612301859385083
align values,0.00022612301859385083
learning esg,0.00022612301859385083
align,0.00022612301859385083
options align,0.00022612301859385083
environmental social,0.00022612301859385083
environmental,0.00022612301859385083
governance,0.00022612301859385083
esg environmental,0.00022612301859385083
esg,0.00022612301859385083
values,0.00022612301859385083
social,0.00022612301859385083
social governance,0.00022612301859385083
insurance claim,0.00022137333569438326
create plan,0.00022049659553272457
create,0.00022049659553272457
achieve,0.00022049659553272457
achieve timeline,0.00022049659553272457
investment goals,0.00022049659553272457
review investment,0.00022049659553272457
timeline,0.00022049659553272457
goals create,0.00022049659553272457
plan achieve,0.00022049659553272457
2025,0.00021634323103887182
education,0.00020322930611306022
dispute,0.0001944237351361553
unauthorized transaction,0.0001944237351361553
need dispute,0.0001944237351361553
transaction,0.0001944237351361553
dispute charge,0.0001944237351361553
statement need,0.0001944237351361553
transaction account,0.0001944237351361553
immediately,0.0001944237351361553
charge immediately,0.0001944237351361553
charge,0.0001944237351361553
services,0.00019051388026663517
regulatory,0.00018700156813366287
strategies investment,0.00014960144934496295
harvesting,0.00014960144934496295
end tax,0.00014960144934496295
end,0.00014960144934496295
loss harvesting,0.00014960144934496295
loss,0.00014960144934496295
portfolio end,0.00014960144934496295
year,0.00014960144934496295
discussing,0.00014960144934496295
tax year,0.00014960144934496295
interested discussing,0.00014960144934496295
discussing tax,0.00014960144934496295
tax loss,0.00014960144934496295
harvesting strategies,0.00014960144934496295
15th,0.00014488726984246316
claim trip,0.00014488726984246316
february 15th,0.00014488726984246316
emergency trip,0.00014488726984246316
medical emergency,0.00014488726984246316
cancellation,0.00014488726984246316
scheduled february,0.00014488726984246316
trip scheduled,0.00014488726984246316
cancellation medical,0.00014488726984246316
medical,0.00014488726984246316
trip cancellation,0.00014488726984246316
alternative,0.00013686014861350297
private equity,0.00013686014861350297
options reits,0.00013686014861350297
private,0.00013686014861350297
equity funds,0.00013686014861350297
alternative investment,0.00013686014861350297
reits,0.00013686014861350297
reits commodities,0.00013686014861350297
learning alternative,0.00013686014861350297
commodities private,0.00013686014861350297
funds,0.00013686014861350297
commodities,0.00013686014861350297
200,0.00012364679328174052
cost 200,0.00012364679328174052
procedure,0.00012364679328174052
cost,0.00012364679328174052
14th,0.00012364679328174052
surgery total,0.00012364679328174052
february 14th,0.00012364679328174052
surgery,0.00012364679328174052
emergency surgery,0.00012364679328174052
total,0.00012364679328174052
total cost,0.00012364679328174052
dog emergency,0.00012364679328174052
dog,0.00012364679328174052
performed,0.00012364679328174052
claim dog,0.00012364679328174052
performed february,0.00012364679328174052
200 procedure,0.00012364679328174052
procedure performed,0.00012364679328174052
month,0.00011842163940774084
10th 2025,0.00011305118116733311
10th,0.00011305118116733311
report attached,0.00011305118116733311
report,0.00011305118116733311
accident,0.00011305118116733311
car,0.00011305118116733311
attached,0.00011305118116733311
january 10th,0.00011305118116733311
accident incident,0.00011305118116733311
2025 police,0.00011305118116733311
car accident,0.00011305118116733311
police,0.00011305118116733311
claim recent,0.00011305118116733311
recent car,0.00011305118116733311
police report,0.00011305118116733311
verifying account,0.00011066119863003897
verifying,0.00011066119863003897
balance relationship,0.00011066119863003897
application institution,0.00011066119863003897
need letter,0.00011066119863003897
loan application,0.00011066119863003897
redrock loan,0.00011066119863003897
letter verifying,0.00011066119863003897
letter,0.00011066119863003897
relationship redrock,0.00011066119863003897
relationship,0.00011066119863003897
opportunities,0.0001019015673784735
consultation,0.0001019015673784735
consultation discuss,0.0001019015673784735
new opportunities,0.0001019015673784735
strategy explore,0.0001019015673784735
discuss investment,0.0001019015673784735
schedule consultation,0.0001019015673784735
like schedule,0.0001019015673784735
explore,0.0001019015673784735
explore new,0.0001019015673784735
life insurance,9.524922145623197e-05
advise required,9.524922145623197e-05
claim deceased,9.524922145623197e-05
file life,9.524922145623197e-05
spouse,9.524922145623197e-05
required,9.524922145623197e-05
advise,9.524922145623197e-05
life,9.524922145623197e-05
required documentation,9.524922145623197e-05
deceased,9.524922145623197e-05
documentation process,9.524922145623197e-05
documentation,9.524922145623197e-05
spouse advise,9.524922145623197e-05
deceased spouse,9.524922145623197e-05
necessary,7.934089577419898e-05
provide necessary,7.934089577419898e-05
necessary forms,7.934089577419898e-05
survey,7.793305782788811e-05
value feedback,7.793305782788811e-05
survey help,7.793305782788811e-05
improve,7.793305782788811e-05
help improve,7.793305782788811e-05
feedback,7.793305782788811e-05
feedback minutes,7.793305782788811e-05
satisfaction survey,7.793305782788811e-05
satisfaction,7.793305782788811e-05
improve services,7.793305782788811e-05
complete customer,7.793305782788811e-05
customer satisfaction,7.793305782788811e-05
value,7.793305782788811e-05
minutes complete,7.793305782788811e-05
minutes,7.793305782788811e-05
current asset,6.869042691765209e-05
discuss aligns,6.869042691765209e-05
long term,6.869042691765209e-05
aligns long,6.869042691765209e-05
long,6.869042691765209e-05
review current,6.869042691765209e-05
asset allocation,6.869042691765209e-05
term,6.869042691765209e-05
asset,6.869042691765209e-05
term financial,6.869042691765209e-05
financial goals,6.869042691765209e-05
goals risk,6.869042691765209e-05
allocation,6.869042691765209e-05
allocation discuss,6.869042691765209e-05
aligns,6.869042691765209e-05
claim water,6.501190421618594e-05
damage home,6.501190421618594e-05
pipe damage,6.501190421618594e-05
pipe,6.501190421618594e-05
damage occurred,6.501190421618594e-05
water,6.501190421618594e-05
water damage,6.501190421618594e-05
25th,6.501190421618594e-05
burst pipe,6.501190421618594e-05
home caused,6.501190421618594e-05
caused,6.501190421618594e-05
caused burst,6.501190421618594e-05
burst,6.501190421618594e-05
january 25th,6.501190421618594e-05
aware new,5.954388457344916e-05
detailed information,5.954388457344916e-05
sending,5.954388457344916e-05
affect accounts,5.954388457344916e-05
sending detailed,5.954388457344916e-05
shortly,5.954388457344916e-05
regulatory requirements,5.954388457344916e-05
requirements affect,5.954388457344916e-05
aware,5.954388457344916e-05
accounts sending,5.954388457344916e-05
new regulatory,5.954388457344916e-05
information shortly,5.954388457344916e-05
regulatory changes,5.764622883495034e-05
includes market,5.764622883495034e-05
includes,5.764622883495034e-05
changes,5.764622883495034e-05
important,5.764622883495034e-05
important regulatory,5.764622883495034e-05
service,5.764622883495034e-05
affecting accounts,5.764622883495034e-05
service offerings,5.764622883495034e-05
month newsletter,5.764622883495034e-05
affecting,5.764622883495034e-05
market updates,5.764622883495034e-05
offerings important,5.764622883495034e-05
new service,5.764622883495034e-05
newsletter includes,5.764622883495034e-05
newsletter,5.764622883495034e-05
updates,5.764622883495034e-05
updates new,5.764622883495034e-05
offerings,5.764622883495034e-05
changes affecting,5.764622883495034e-05
work related,4.466642617887487e-05
disability insurance,4.466642617887487e-05
related,4.466642617887487e-05
disability,4.466642617887487e-05
file disability,4.466642617887487e-05
forms requirements,4.466642617887487e-05
work,4.466642617887487e-05
injury provide,4.466642617887487e-05
claim work,4.466642617887487e-05
related injury,4.466642617887487e-05
injury,4.466642617887487e-05
unusual,4.3454671201921274e-05
contact notice,4.3454671201921274e-05
account verify,4.3454671201921274e-05
unusual activity,4.3454671201921274e-05
notice unauthorized,4.3454671201921274e-05
detected unusual,4.3454671201921274e-05
unauthorized activity,4.3454671201921274e-05
transactions contact,4.3454671201921274e-05
verify,4.3454671201921274e-05
verify recent,4.3454671201921274e-05
detected,4.3454671201921274e-05
notice,4.3454671201921274e-05
activity account,4.3454671201921274e-05
contact,4.3454671201921274e-05
weekend,4.050821826331765e-05
weekend online,4.050821826331765e-05
banking services,4.050821826331765e-05
maintenance weekend,4.050821826331765e-05
temporarily,4.050821826331765e-05
temporarily unavailable,4.050821826331765e-05
maintenance,4.050821826331765e-05
services temporarily,4.050821826331765e-05
unavailable,4.050821826331765e-05
scheduled maintenance,4.050821826331765e-05
performing scheduled,4.050821826331765e-05
performing,4.050821826331765e-05
umbrella insurance,3.932378903199256e-05
umbrella,3.932378903199256e-05
policy,3.932378903199256e-05
occurred february,3.932378903199256e-05
liability,3.932378903199256e-05
february 18th,3.932378903199256e-05
insurance policy,3.932378903199256e-05
liability incident,3.932378903199256e-05
claim umbrella,3.932378903199256e-05
policy liability,3.932378903199256e-05
18th,3.932378903199256e-05
options strategies,3.208870007377505e-05
learn different,3.208870007377505e-05
investing like,3.208870007377505e-05
different,3.208870007377505e-05
new investing,3.208870007377505e-05
learn,3.208870007377505e-05
investing,3.208870007377505e-05
like learn,3.208870007377505e-05
different investment,3.208870007377505e-05
tax purposes,9.986853744130127e-06
need copy,9.986853744130127e-06
purposes,9.986853744130127e-06
2025 tax,9.986853744130127e-06
copy account,9.986853744130127e-06
month january,9.986853744130127e-06
copy,9.986853744130127e-06
january 2025,9.986853744130127e-06
statement month,9.986853744130127e-06
account provide,0.0
instructions,0.0
like close,0.0
forms instructions,0.0
close checking,0.0
close,0.0
closure,0.0
