feature,importance
checking,0.0015722115507348102
january,0.001569211052840241
occurred,0.0015686691157323468
monthly,0.0015272354304688089
newsletter,0.0015272354304688089
necessary,0.0014637667786626708
provide necessary,0.0014637667786626708
necessary forms,0.0014637667786626708
maintenance,0.001443286554467642
notice,0.001443286554467642
affect,0.001399361337089942
detailed,0.001399361337089942
business,0.0013347904345375752
travel,0.0013203258453013298
access,0.0013198030784601575
account balance,0.0013047226882493517
balance,0.0013047226882493517
february,0.001289972588053053
small,0.0012893869873104946
redrock,0.0012664224624868838
applying,0.0012429742460645392
interested applying,0.0012429742460645392
alert,0.00120742039264051
security,0.00120742039264051
information,0.0011971991459468654
conditions,0.0011836258391231722
analysis,0.0011836258391231722
analysis current,0.0011836258391231722
market conditions,0.0011836258391231722
provide detailed,0.0011836258391231722
affect investment,0.0011836258391231722
conditions affect,0.0011836258391231722
current market,0.0011836258391231722
detailed analysis,0.0011836258391231722
damage,0.0011133002978093818
account statement,0.0010958246674775346
insurance claim,0.001073386894489093
customer,0.0010606936656120164
complete,0.0010577259866777402
transfer,0.0010416441615273629
fees,0.0010416441615273629
institution,0.001031561597515424
movements discuss,0.0010254701190179352
portfolio needs,0.0010254701190179352
needs rebalancing,0.0010254701190179352
movements,0.0010254701190179352
believe portfolio,0.0010254701190179352
needs,0.0010254701190179352
believe,0.0010254701190179352
market movements,0.0010254701190179352
rebalancing recent,0.0010254701190179352
customer,0.0010016914004961368
survey,0.0010016914004961368
satisfaction,0.0010016914004961368
setting,0.0009891590902690267
stock holdings,0.0009891590902690267
holdings,0.0009891590902690267
holdings options,0.0009891590902690267
dividend,0.0009891590902690267
setting dividend,0.0009891590902690267
stock,0.0009891590902690267
reinvestment plan,0.0009891590902690267
plan stock,0.0009891590902690267
reinvestment,0.0009891590902690267
interested setting,0.0009891590902690267
dividend reinvestment,0.0009891590902690267
home,0.0009377790239446564
tolerance assessment,0.0009343176029711025
update risk,0.0009343176029711025
changed,0.0009343176029711025
changed schedule,0.0009343176029711025
situation changed,0.0009343176029711025
situation,0.0009343176029711025
schedule review,0.0009343176029711025
assessment financial,0.0009343176029711025
assessment,0.0009343176029711025
like update,0.0009343176029711025
financial situation,0.0009343176029711025
set,0.0008948714170793383
like set,0.0008948714170793383
transactions,0.0008857824316098867
recent transactions,0.0008857824316098867
options strategies,0.0008497715936045465
like learn,0.0008497715936045465
new investing,0.0008497715936045465
learn,0.0008497715936045465
learn different,0.0008497715936045465
investing like,0.0008497715936045465
investing,0.0008497715936045465
different,0.0008497715936045465
different investment,0.0008497715936045465
incident occurred,0.0008127497158429936
incident,0.0008127497158429936
2025,0.0008089594166962355
update,0.0007978360329888215
job,0.0007720815796339008
response,0.0007720815796339008
month,0.0007538177942125804
help,0.0007286462192367192
activity,0.0007279902335624713
social governance,0.0007092532550364894
options align,0.0007092532550364894
align,0.0007092532550364894
align values,0.0007092532550364894
learning esg,0.0007092532550364894
social,0.0007092532550364894
values,0.0007092532550364894
environmental social,0.0007092532550364894
environmental,0.0007092532550364894
esg,0.0007092532550364894
esg environmental,0.0007092532550364894
governance investment,0.0007092532550364894
governance,0.0007092532550364894
occurred january,0.0006990133143368354
market volatility,0.0006867638096467671
volatility concerned,0.0006867638096467671
consider,0.0006867638096467671
concerned,0.0006867638096467671
concerned portfolio,0.0006867638096467671
consider rebalancing,0.0006867638096467671
portfolio consider,0.0006867638096467671
adjusting investment,0.0006867638096467671
adjusting,0.0006867638096467671
rebalancing adjusting,0.0006867638096467671
volatility,0.0006867638096467671
given,0.0006867638096467671
given recent,0.0006867638096467671
unauthorized,0.0006715567080650839
options available,0.0006564531979406772
application process,0.0006547683449088512
business loan,0.0006547683449088512
requirements application,0.0006547683449088512
investment goals,0.0006534575336654422
review investment,0.0006534575336654422
create plan,0.0006534575336654422
achieve timeline,0.0006534575336654422
timeline,0.0006534575336654422
create,0.0006534575336654422
achieve,0.0006534575336654422
goals create,0.0006534575336654422
plan achieve,0.0006534575336654422
discuss investment,0.000633699524222723
explore new,0.000633699524222723
like schedule,0.000633699524222723
consultation discuss,0.000633699524222723
consultation,0.000633699524222723
strategy explore,0.000633699524222723
schedule consultation,0.000633699524222723
opportunities,0.000633699524222723
explore,0.000633699524222723
new opportunities,0.000633699524222723
close,0.0006332512948726871
close checking,0.0006332512948726871
account provide,0.0006332512948726871
like close,0.0006332512948726871
instructions,0.0006332512948726871
forms instructions,0.0006332512948726871
refinancing,0.0006278141522054313
rate options,0.0006278141522054313
student,0.0006278141522054313
refinancing student,0.0006278141522054313
student loans,0.0006278141522054313
loans,0.0006278141522054313
better rate,0.0006278141522054313
rate,0.0006278141522054313
better,0.0006278141522054313
interested refinancing,0.0006278141522054313
loans better,0.0006278141522054313
reits,0.0005933351921946769
equity funds,0.0005933351921946769
learning alternative,0.0005933351921946769
funds,0.0005933351921946769
alternative investment,0.0005933351921946769
private equity,0.0005933351921946769
private,0.0005933351921946769
reits commodities,0.0005933351921946769
alternative,0.0005933351921946769
options reits,0.0005933351921946769
commodities private,0.0005933351921946769
commodities,0.0005933351921946769
alerts,0.0005892313115044047
regulatory,0.0005814825183552646
services,0.0005528706939029069
harvesting,0.0005418574414800221
year,0.0005418574414800221
harvesting strategies,0.0005418574414800221
discussing tax,0.0005418574414800221
tax loss,0.0005418574414800221
strategies investment,0.0005418574414800221
end,0.0005418574414800221
tax year,0.0005418574414800221
end tax,0.0005418574414800221
interested discussing,0.0005418574414800221
loss,0.0005418574414800221
loss harvesting,0.0005418574414800221
portfolio end,0.0005418574414800221
discussing,0.0005418574414800221
beneficiary,0.000528801861089121
information accounts,0.000528801861089121
need complete,0.000528801861089121
forms need,0.000528801861089121
beneficiary information,0.000528801861089121
update beneficiary,0.000528801861089121
accounts forms,0.000528801861089121
need update,0.000528801861089121
steps,0.0005241228168913157
started,0.0005241228168913157
set online,0.0005241228168913157
steps started,0.0005241228168913157
access steps,0.0005241228168913157
new customer,0.0005241228168913157
customer like,0.0005241228168913157
banking access,0.0005241228168913157
provide,0.000520152277033063
trip,0.0005106948175349529
travel,0.0005066675778286744
offers,0.0005066675778286744
credit card,0.0005066675778286744
offers requirements,0.0005066675778286744
travel rewards,0.0005066675778286744
rewards current,0.0005066675778286744
card,0.0005066675778286744
current offers,0.0005066675778286744
rewards,0.0005066675778286744
card travel,0.0005066675778286744
applying credit,0.0005066675778286744
credit,0.0005066675778286744
scheduled,0.0004911681909195105
emergency,0.0004790600003043114
current asset,0.00047064188059338407
review current,0.00047064188059338407
financial goals,0.00047064188059338407
aligns long,0.00047064188059338407
asset,0.00047064188059338407
discuss aligns,0.00047064188059338407
goals risk,0.00047064188059338407
allocation discuss,0.00047064188059338407
asset allocation,0.00047064188059338407
long term,0.00047064188059338407
long,0.00047064188059338407
term,0.00047064188059338407
allocation,0.00047064188059338407
term financial,0.00047064188059338407
aligns,0.00047064188059338407
check,0.00046339774204130004
check current,0.00046339774204130004
updated statement,0.00046339774204130004
transactions provide,0.00046339774204130004
balance recent,0.00046339774204130004
provide updated,0.00046339774204130004
updated,0.00046339774204130004
like check,0.00046339774204130004
current account,0.00046339774204130004
consolidate easier,0.0004401112300672303
consolidate,0.0004401112300672303
redrock like,0.0004401112300672303
multiple,0.0004401112300672303
like consolidate,0.0004401112300672303
management options,0.0004401112300672303
management,0.0004401112300672303
accounts redrock,0.0004401112300672303
easier,0.0004401112300672303
multiple accounts,0.0004401112300672303
easier management,0.0004401112300672303
submitted mortgage,0.0004293681303936618
status,0.0004293681303936618
submitted,0.0004293681303936618
status expect,0.0004293681303936618
mortgage application,0.0004293681303936618
mortgage,0.0004293681303936618
decision,0.0004293681303936618
current status,0.0004293681303936618
expect,0.0004293681303936618
expect decision,0.0004293681303936618
application week,0.0004293681303936618
like know,0.0004293681303936618
know current,0.0004293681303936618
know,0.0004293681303936618
week like,0.0004293681303936618
week,0.0004293681303936618
equity,0.00039032308253375575
month january,0.00036519566637763684
purposes,0.00036519566637763684
copy,0.00036519566637763684
copy account,0.00036519566637763684
january 2025,0.00036519566637763684
2025 tax,0.00036519566637763684
statement month,0.00036519566637763684
tax purposes,0.00036519566637763684
need copy,0.00036519566637763684
options pricing,0.0003650613887081927
checks checking,0.0003650613887081927
new checks,0.0003650613887081927
order,0.0003650613887081927
order new,0.0003650613887081927
account options,0.0003650613887081927
checks,0.0003650613887081927
need order,0.0003650613887081927
pricing available,0.0003650613887081927
pricing,0.0003650613887081927
documentation process,0.0003640622065294441
claim deceased,0.0003640622065294441
documentation,0.0003640622065294441
advise required,0.0003640622065294441
advise,0.0003640622065294441
file life,0.0003640622065294441
deceased,0.0003640622065294441
deceased spouse,0.0003640622065294441
life insurance,0.0003640622065294441
required,0.0003640622065294441
required documentation,0.0003640622065294441
spouse,0.0003640622065294441
spouse advise,0.0003640622065294441
life,0.0003640622065294441
claim umbrella,0.0003627561458347198
february 18th,0.0003627561458347198
18th,0.0003627561458347198
policy liability,0.0003627561458347198
policy,0.0003627561458347198
insurance policy,0.0003627561458347198
occurred february,0.0003627561458347198
umbrella,0.0003627561458347198
liability,0.0003627561458347198
liability incident,0.0003627561458347198
umbrella insurance,0.0003627561458347198
relationship,0.00035972679942524946
verifying,0.00035972679942524946
balance relationship,0.00035972679942524946
verifying account,0.00035972679942524946
need letter,0.00035972679942524946
loan application,0.00035972679942524946
letter verifying,0.00035972679942524946
application institution,0.00035972679942524946
redrock loan,0.00035972679942524946
relationship redrock,0.00035972679942524946
letter,0.00035972679942524946
10,0.00035743139518262795
000,0.00035743139518262795
000 international,0.00035743139518262795
wire,0.00035743139518262795
wire transfer,0.00035743139518262795
account fees,0.00035743139518262795
processing,0.00035743139518262795
send wire,0.00035743139518262795
send,0.00035743139518262795
processing time,0.00035743139518262795
fees processing,0.00035743139518262795
need send,0.00035743139518262795
international account,0.00035743139518262795
international,0.00035743139518262795
transfer 10,0.00035743139518262795
10 000,0.00035743139518262795
time,0.00035743139518262795
transaction,0.00032373282549552813
transaction account,0.00032373282549552813
dispute charge,0.00032373282549552813
dispute,0.00032373282549552813
need dispute,0.00032373282549552813
charge immediately,0.00032373282549552813
unauthorized transaction,0.00032373282549552813
charge,0.00032373282549552813
immediately,0.00032373282549552813
statement need,0.00032373282549552813
fund daughter,0.0003127546252453535
daughter college,0.0003127546252453535
daughter,0.0003127546252453535
education current,0.0003127546252453535
rates terms,0.0003127546252453535
current rates,0.0003127546252453535
rates,0.0003127546252453535
terms,0.0003127546252453535
fund,0.0003127546252453535
education,0.0003127546252453535
home equity,0.0003127546252453535
interested home,0.0003127546252453535
loan fund,0.0003127546252453535
equity loan,0.0003127546252453535
college education,0.0003127546252453535
college,0.0003127546252453535
related,0.00031256435785685795
forms requirements,0.00031256435785685795
file disability,0.00031256435785685795
disability,0.00031256435785685795
disability insurance,0.00031256435785685795
injury provide,0.00031256435785685795
injury,0.00031256435785685795
related injury,0.00031256435785685795
work,0.00031256435785685795
work related,0.00031256435785685795
claim work,0.00031256435785685795
unable,0.0003027476755182967
banking account,0.0003027476755182967
unable access,0.0003027476755182967
account help,0.0003027476755182967
reset,0.0003027476755182967
password,0.0003027476755182967
help reset,0.0003027476755182967
reset password,0.0003027476755182967
access online,0.0003027476755182967
associated,0.0002821886902453013
process associated,0.0002821886902453013
associated fees,0.0002821886902453013
account financial,0.0002821886902453013
like transfer,0.0002821886902453013
financial institution,0.0002821886902453013
transfer account,0.0002821886902453013
institution process,0.0002821886902453013
damage home,0.00027832507445234544
damage occurred,0.00027832507445234544
burst,0.00027832507445234544
pipe,0.00027832507445234544
pipe damage,0.00027832507445234544
burst pipe,0.00027832507445234544
water,0.00027832507445234544
25th,0.00027832507445234544
claim water,0.00027832507445234544
january 25th,0.00027832507445234544
caused,0.00027832507445234544
caused burst,0.00027832507445234544
home caused,0.00027832507445234544
water damage,0.00027832507445234544
alerts,0.0002757893835940266
loan expand,0.00026967948471589475
expand restaurant,0.00026967948471589475
restaurant requirements,0.00026967948471589475
expand,0.00026967948471589475
applying business,0.00026967948471589475
restaurant,0.00026967948471589475
shortly,0.00024160176686863026
aware,0.00024160176686863026
aware new,0.00024160176686863026
sending,0.00024160176686863026
information shortly,0.00024160176686863026
new regulatory,0.00024160176686863026
affect accounts,0.00024160176686863026
requirements affect,0.00024160176686863026
regulatory requirements,0.00024160176686863026
sending detailed,0.00024160176686863026
accounts sending,0.00024160176686863026
detailed information,0.00024160176686863026
new,0.00018522987534789733
weekend online,0.00018386625982433382
temporarily,0.00018386625982433382
maintenance weekend,0.00018386625982433382
performing scheduled,0.00018386625982433382
maintenance,0.00018386625982433382
weekend,0.00018386625982433382
scheduled maintenance,0.00018386625982433382
services temporarily,0.00018386625982433382
performing,0.00018386625982433382
unavailable,0.00018386625982433382
temporarily unavailable,0.00018386625982433382
banking services,0.00018386625982433382
current,0.0001754984307949071
dog,0.00017270759113074377
surgery,0.00017270759113074377
surgery total,0.00017270759113074377
emergency surgery,0.00017270759113074377
200,0.00017270759113074377
procedure performed,0.00017270759113074377
total,0.00017270759113074377
200 procedure,0.00017270759113074377
dog emergency,0.00017270759113074377
14th,0.00017270759113074377
february 14th,0.00017270759113074377
total cost,0.00017270759113074377
performed,0.00017270759113074377
claim dog,0.00017270759113074377
cost 200,0.00017270759113074377
procedure,0.00017270759113074377
cost,0.00017270759113074377
performed february,0.00017270759113074377
feedback minutes,0.000164658790865456
help improve,0.000164658790865456
minutes complete,0.000164658790865456
customer satisfaction,0.000164658790865456
feedback,0.000164658790865456
minutes,0.000164658790865456
value feedback,0.000164658790865456
survey help,0.000164658790865456
value,0.000164658790865456
improve services,0.000164658790865456
improve,0.000164658790865456
complete customer,0.000164658790865456
satisfaction survey,0.000164658790865456
satisfaction,0.000164658790865456
survey,0.000164658790865456
police,0.0001609162805954482
recent car,0.0001609162805954482
2025 police,0.0001609162805954482
attached,0.0001609162805954482
january 10th,0.0001609162805954482
police report,0.0001609162805954482
report,0.0001609162805954482
report attached,0.0001609162805954482
accident,0.0001609162805954482
accident incident,0.0001609162805954482
10th,0.0001609162805954482
claim recent,0.0001609162805954482
car accident,0.0001609162805954482
10th 2025,0.0001609162805954482
car,0.0001609162805954482
financial analyst,0.0001511754022719191
thank financial,0.0001511754022719191
analyst position,0.0001511754022719191
position,0.0001511754022719191
position received,0.0001511754022719191
carefully,0.0001511754022719191
received application,0.0001511754022719191
thank,0.0001511754022719191
application review,0.0001511754022719191
analyst,0.0001511754022719191
received,0.0001511754022719191
review carefully,0.0001511754022719191
capital requirements,0.00015074900242002213
initial capital,0.00015074900242002213
initial,0.00015074900242002213
capital,0.00015074900242002213
new business,0.00015074900242002213
business need,0.00015074900242002213
small business,0.00015074900242002213
starting new,0.00015074900242002213
small,0.00015074900242002213
loan initial,0.00015074900242002213
starting,0.00015074900242002213
need small,0.00015074900242002213
service offerings,0.00013124557777262385
important regulatory,0.00013124557777262385
important,0.00013124557777262385
changes,0.00013124557777262385
includes market,0.00013124557777262385
regulatory changes,0.00013124557777262385
changes affecting,0.00013124557777262385
includes,0.00013124557777262385
service,0.00013124557777262385
month newsletter,0.00013124557777262385
affecting,0.00013124557777262385
newsletter includes,0.00013124557777262385
market updates,0.00013124557777262385
updates,0.00013124557777262385
new service,0.00013124557777262385
affecting accounts,0.00013124557777262385
updates new,0.00013124557777262385
offerings,0.00013124557777262385
offerings important,0.00013124557777262385
newsletter,0.00013124557777262385
trip scheduled,0.00012767370438373824
trip cancellation,0.00012767370438373824
claim trip,0.00012767370438373824
15th,0.00012767370438373824
cancellation medical,0.00012767370438373824
scheduled february,0.00012767370438373824
february 15th,0.00012767370438373824
cancellation,0.00012767370438373824
medical emergency,0.00012767370438373824
medical,0.00012767370438373824
emergency trip,0.00012767370438373824
unauthorized activity,0.00011754598105599583
verify,0.00011754598105599583
unusual,0.00011754598105599583
unusual activity,0.00011754598105599583
transactions contact,0.00011754598105599583
verify recent,0.00011754598105599583
notice,0.00011754598105599583
notice unauthorized,0.00011754598105599583
detected unusual,0.00011754598105599583
detected,0.00011754598105599583
activity account,0.00011754598105599583
contact notice,0.00011754598105599583
account verify,0.00011754598105599583
contact,0.00011754598105599583
alerts account,6.894734589850664e-05
alerts available,6.894734589850664e-05
types alerts,6.894734589850664e-05
types,6.894734589850664e-05
email,6.894734589850664e-05
email sms,6.894734589850664e-05
activity types,6.894734589850664e-05
set email,6.894734589850664e-05
sms alerts,6.894734589850664e-05
sms,6.894734589850664e-05
account activity,6.894734589850664e-05
available,5.482313606892221e-05
